@relation ar6-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute total_loc numeric
@attribute blank_loc numeric
@attribute comment_loc numeric
@attribute code_and_comment_loc numeric
@attribute executable_loc numeric
@attribute unique_operands numeric
@attribute unique_operators numeric
@attribute total_operands numeric
@attribute total_operators numeric
@attribute halstead_vocabulary numeric
@attribute halstead_length numeric
@attribute halstead_volume numeric
@attribute halstead_level numeric
@attribute halstead_difficulty numeric
@attribute halstead_effort numeric
@attribute halstead_error numeric
@attribute halstead_time numeric
@attribute branch_count numeric
@attribute decision_count numeric
@attribute call_pairs numeric
@attribute condition_count numeric
@attribute multiple_condition_count numeric
@attribute cyclomatic_complexity numeric
@attribute cyclomatic_density numeric
@attribute decision_density numeric
@attribute design_complexity numeric
@attribute design_density numeric
@attribute normalized_cyclomatic_complexity numeric
@attribute formal_parameters numeric
@attribute defects {false,true}

@data
0.061856,0,0.129032,0,0.033708,0.081633,0.052632,0.055556,0.038217,0.053191,0.045627,0.026436,0.000761,0.06128,0.003469,0.000001,0.00352,0,0,0.15,0,0,0,0.024218,0,0.15,0.428571,0.368421,0,false
0.731959,0,0.741935,0.090909,0.550562,0.938776,0.684211,1,0.987261,0.62766,1,1,0.000051,0.499549,0.983032,0.000025,0.983026,0.038985,0.592593,0.5,0.458333,0.222222,0.666667,0.018163,0.483333,0.5,0.11,0.473684,0.5,false
0.175258,0,0.225806,0,0.123596,0.244898,0.578947,0.268519,0.261146,0.244681,0.26616,0.216044,0.000068,0.428056,0.184264,0.000005,0.184305,0.014619,0.222222,0,0.208333,0.111111,0.277778,0.046418,0.4,0,0,0.868421,0,false
0.597938,0,0.387097,0,0.52809,0.489796,0.684211,0.62037,0.617834,0.393617,0.623574,0.56062,0.000034,0.599579,0.663142,0.000014,0.663159,0.029239,0.444444,0,0.5,0.555556,0.388889,0.008073,0.333333,0,0,0.368421,0,false
0.57732,0,0.129032,0,0.595506,0.489796,0.789474,0.537037,0.617834,0.414894,0.589354,0.53783,0.000034,0.599579,0.636351,0.000014,0.636367,0.041421,0.62963,0.2,0.708333,0.555556,0.611111,0.014127,0.333333,0.2,0.047143,0.552632,0.5,true
0.134021,0,0.129032,0,0.11236,0.163265,0.315789,0.111111,0.121019,0.148936,0.117871,0.0866,0.000237,0.175428,0.03099,0.000002,0.031036,0.002437,0.037037,0.1,0,0,0.055556,0.0111,0,0.1,0.142857,0.368421,0,false
0.041237,0,0,0,0.05618,0.061224,0.105263,0.046296,0.025478,0.053191,0.034221,0.020966,0.000508,0.089817,0.00417,0.000001,0.004224,0,0,0,0,0,0,0.0111,0,0,0,0.526316,0.5,false
0.072165,0,0.129032,0,0.044944,0.142857,0.210526,0.083333,0.057325,0.117021,0.068441,0.049225,0.000406,0.109943,0.011296,0.000001,0.011342,0,0,0,0,0,0,0.016145,0,0,0,0.342105,0,false
0.793814,0,0.580645,0,0.674157,0.632653,0.736842,0.638889,0.77707,0.478723,0.726236,0.683683,0.000051,0.499549,0.673144,0.000017,0.673161,0.056041,0.851852,0.4,0.958333,0.888889,0.722222,0.014127,0.333333,0.4,0.081429,0.473684,0.5,false
0.051546,0,0.032258,0,0.05618,0.081633,0.210526,0.037037,0.038217,0.085106,0.038023,0.026436,0.000508,0.089817,0.005144,0.000001,0.005198,0.002437,0.037037,0,0.041667,0,0.055556,0.031282,0.333333,0,0,0.868421,0,false
0,1,0,1,0,0.734694,1,0.12963,0.414013,1,0.121673,0.146764,1,0,0.001125,1,0.000029,1,0.814815,0.55,0,1,0.055556,1,0.09,0.061,0,0,0.105,true
0.216495,0,0.096774,0,0.213483,0.244898,0.157895,0.175926,0.165605,0.159574,0.171103,0.124886,0.000389,0.114449,0.028844,0.000003,0.028895,0.009746,0.148148,0.05,0.166667,0.222222,0.111111,0.007064,0.333333,0.05,0.047143,0.368421,0,false
0.020619,0,0,0,0.033708,0,0,0,0,0,0,0,0.001641,0.028837,0,0,0.000048,0,0,0,0,0,0,0.024218,0,0,0,0.868421,0,false
0.051546,0,0.032258,0,0.05618,0.102041,0.105263,0.055556,0.038217,0.074468,0.045627,0.02917,0.000677,0.068789,0.004272,0.000001,0.004321,0,0,0,0,0,0,0.0111,0,0,0,0.447368,0,false
0.030928,0,0,0,0.044944,0.061224,0.157895,0.027778,0.019108,0.06383,0.022814,0.015497,0.000626,0.073896,0.002599,0.000001,0.002652,0,0,0,0,0,0,0.016145,0,0,0,0.657895,0,true
0.185567,0,0.258065,0.090909,0.123596,0.163265,0.157895,0.092593,0.133758,0.117021,0.117871,0.080219,0.000508,0.089817,0.014724,0.000002,0.014775,0.014619,0.222222,0.2,0.25,0.333333,0.166667,0.027245,0.333333,0.2,0.142857,0.552632,0,true
0.350515,0,0.419355,0,0.247191,0.55102,0.578947,0.444444,0.433121,0.404255,0.441065,0.402005,0.000102,0.332532,0.264723,0.00001,0.264758,0.017056,0.259259,0.2,0.166667,0.111111,0.277778,0.018163,0.583333,0.2,0.095714,0.447368,0,false
0.329897,0,0.451613,0,0.213483,0.326531,0.789474,0.407407,0.375796,0.329787,0.391635,0.340018,0.000017,0.749775,0.504805,0.000009,0.504827,0.014619,0.222222,0.1,0.208333,0.111111,0.277778,0.023209,0.4,0.1,0.047143,0.473684,0,false
0.103093,0,0.16129,0,0.067416,0.183673,0.105263,0.092593,0.063694,0.117021,0.076046,0.053783,0.000711,0.065485,0.007287,0.000001,0.007339,0,0,0.05,0,0,0,0.008073,0,0.05,0.142857,0.236842,0,true
0.597938,0,0.032258,0,0.651685,0.510204,0.473684,0.657407,0.630573,0.361702,0.646388,0.568824,0.000068,0.428056,0.480501,0.000014,0.480523,0.043858,0.666667,0,0.75,0.666667,0.611111,0.012109,0.333333,0,0,0.526316,0,false
0.278351,0,0.16129,0,0.258427,0.510204,0.578947,0.518519,0.407643,0.382979,0.456274,0.41021,0.000068,0.428056,0.347309,0.00001,0.347343,0.004873,0.074074,0.3,0,0,0.111111,0.004036,0,0.3,0.285714,0.289474,0,false
0.092784,0,0.032258,0,0.101124,0.163265,0.473684,0.148148,0.165605,0.180851,0.159696,0.12124,0.000118,0.299189,0.073194,0.000003,0.07324,0.002437,0.037037,0.15,0,0,0.055556,0.013118,0,0.15,0.214286,0.526316,0.5,false
0.268041,0,0.322581,0,0.191011,0.285714,0.368421,0.324074,0.286624,0.223404,0.304183,0.238833,0.000102,0.332532,0.158153,0.000006,0.158197,0.009746,0.148148,0.25,0.166667,0.111111,0.166667,0.015136,0.333333,0.25,0.178571,0.394737,0,false
